OBJECTID,TRACTCE10,POP,LATPOP_D,WHIPOP_D,BLAPOP_D,AMIPOP_D,ASIPOP_D,HPIPOP_D,OTHPOP_D,MMRPOP_D,VAP,LATVAP_D,WHIVAP_D,BLAVAP_D,AMIVAP_D,ASIVAP_D,HPIVAP_D,OTHVAP_D,MMRVAP_D,H0010001,H0010002,H0010003,TOOLTIP,NLA_URL
758,235202,4557,1436,62,2963,10,21,5,18,42,3337,939,49,2274,9,20,5,14,27,1921,1745,176,Tract: 2352.02\nTotal Population: 4557,navigatela/reports/census_tracts_2010.cfm?PK=235202
759,236000,4113,351,715,2634,6,288,3,18,98,3491,249,652,2236,5,257,3,16,73,2123,2025,98,Tract: 2360.00\nTotal Population: 4113,navigatela/reports/census_tracts_2010.cfm?PK=236000
760,236100,5265,926,88,3780,13,342,2,27,87,4105,590,77,3019,11,326,2,16,64,2852,2568,284,Tract: 2361.00\nTotal Population: 5265,navigatela/reports/census_tracts_2010.cfm?PK=236100
761,236202,6192,2934,70,3018,15,25,2,53,75,4299,1892,52,2229,14,22,2,30,58,2469,2215,254,Tract: 2362.02\nTotal Population: 6192,navigatela/reports/census_tracts_2010.cfm?PK=236202
762,236203,3417,963,30,2295,10,35,8,34,42,2475,623,27,1739,6,25,7,19,29,1453,1374,79,Tract: 2362.03\nTotal Population: 3417,navigatela/reports/census_tracts_2010.cfm?PK=236203
763,236204,3203,1358,38,1735,9,12,1,13,37,2189,820,33,1281,6,12,1,8,28,1389,1234,155,Tract: 2362.04\nTotal Population: 3203,navigatela/reports/census_tracts_2010.cfm?PK=236204
764,236400,4113,249,118,3551,5,67,2,19,102,3393,170,104,2962,4,56,1,16,80,2033,1902,131,Tract: 2364.00\nTotal Population: 4113,navigatela/reports/census_tracts_2010.cfm?PK=236400
765,237101,3705,2530,24,1115,5,9,0,16,6,2485,1668,10,777,4,7,0,15,4,1105,978,127,Tract: 2371.01\nTotal Population: 3705,navigatela/reports/census_tracts_2010.cfm?PK=237101
766,237102,3254,2400,25,774,1,17,3,15,19,2192,1546,15,586,1,17,3,10,14,937,858,79,Tract: 2371.02\nTotal Population: 3254,navigatela/reports/census_tracts_2010.cfm?PK=237102
767,237201,3506,2616,33,806,4,11,0,8,28,2428,1754,18,619,4,11,0,8,14,960,885,75,Tract: 2372.01\nTotal Population: 3506,navigatela/reports/census_tracts_2010.cfm?PK=237201
768,237202,4388,2688,36,1572,3,18,0,36,35,3125,1819,25,1213,3,14,0,26,25,1325,1238,87,Tract: 2372.02\nTotal Population: 4388,navigatela/reports/census_tracts_2010.cfm?PK=237202
769,237300,5262,2085,52,3005,5,23,3,38,51,3859,1421,34,2308,4,20,2,30,40,1849,1730,119,Tract: 2373.00\nTotal Population: 5262,navigatela/reports/census_tracts_2010.cfm?PK=237300
770,237401,3616,2365,33,1175,1,6,4,23,9,2620,1662,23,906,0,5,4,13,7,1060,960,100,Tract: 2374.01\nTotal Population: 3616,navigatela/reports/census_tracts_2010.cfm?PK=237401
771,237402,3526,2108,21,1365,7,4,0,11,10,2576,1471,14,1065,6,4,0,8,8,1012,968,44,Tract: 2374.02\nTotal Population: 3526,navigatela/reports/census_tracts_2010.cfm?PK=237402
772,237500,2675,1986,32,626,5,0,0,11,15,1830,1306,24,478,4,0,0,8,10,791,733,58,Tract: 2375.00\nTotal Population: 2675,navigatela/reports/census_tracts_2010.cfm?PK=237500
773,237600,4259,3215,36,936,7,19,0,22,24,2837,2070,23,688,4,16,0,13,23,1183,1116,67,Tract: 2376.00\nTotal Population: 4259,navigatela/reports/census_tracts_2010.cfm?PK=237600
774,237710,3887,2801,39,987,11,19,0,14,16,2558,1798,24,697,9,14,0,8,8,1116,1003,113,Tract: 2377.10\nTotal Population: 3887,navigatela/reports/census_tracts_2010.cfm?PK=237710
775,237720,3153,2373,15,713,2,1,6,12,31,1979,1451,8,488,2,1,4,6,19,862,778,84,Tract: 2377.20\nTotal Population: 3153,navigatela/reports/census_tracts_2010.cfm?PK=237720
776,237800,4371,2084,36,2171,4,31,4,16,25,3195,1413,22,1689,4,29,4,12,22,1326,1232,94,Tract: 2378.00\nTotal Population: 4371,navigatela/reports/census_tracts_2010.cfm?PK=237800
777,237900,3621,741,44,2732,2,24,1,20,57,2717,482,41,2124,0,22,1,14,33,1323,1239,84,Tract: 2379.00\nTotal Population: 3621,navigatela/reports/census_tracts_2010.cfm?PK=237900
778,238000,5864,1169,43,4521,9,15,9,30,68,4371,759,38,3480,6,13,5,24,46,2138,2019,119,Tract: 2380.00\nTotal Population: 5864,navigatela/reports/census_tracts_2010.cfm?PK=238000
779,238100,4626,1062,44,3406,10,22,4,20,58,3449,694,39,2631,8,20,4,11,42,1741,1641,100,Tract: 2381.00\nTotal Population: 4626,navigatela/reports/census_tracts_2010.cfm?PK=238100
780,238200,5267,1147,55,3925,16,19,28,24,53,3995,764,43,3081,12,17,17,20,41,2260,2111,149,Tract: 2382.00\nTotal Population: 5267,navigatela/reports/census_tracts_2010.cfm?PK=238200
781,238310,4821,3413,47,1300,12,8,1,21,19,3043,2097,19,890,4,5,1,13,14,1381,1268,113,Tract: 2383.10\nTotal Population: 4821,navigatela/reports/census_tracts_2010.cfm?PK=238310
782,238320,3787,2553,46,1125,7,5,0,30,21,2422,1552,28,806,4,3,0,15,14,1119,1023,96,Tract: 2383.20\nTotal Population: 3787,navigatela/reports/census_tracts_2010.cfm?PK=238320
783,238400,4497,792,40,3557,14,31,1,14,48,3533,544,34,2864,12,30,1,12,36,1803,1708,95,Tract: 2384.00\nTotal Population: 4497,navigatela/reports/census_tracts_2010.cfm?PK=238400
784,239201,3562,2902,25,606,2,7,0,4,16,2315,1841,19,430,1,7,0,3,14,902,827,75,Tract: 2392.01\nTotal Population: 3562,navigatela/reports/census_tracts_2010.cfm?PK=239201
785,239202,4724,3901,34,763,0,2,0,12,12,3061,2495,21,523,0,2,0,11,9,1115,1022,93,Tract: 2392.02\nTotal Population: 4724,navigatela/reports/census_tracts_2010.cfm?PK=239202
786,239310,3996,3218,22,701,11,10,1,20,13,2567,2031,17,479,7,5,1,16,11,1066,969,97,Tract: 2393.10\nTotal Population: 3996,navigatela/reports/census_tracts_2010.cfm?PK=239310
787,239320,3444,2936,17,456,4,5,2,16,8,2232,1847,14,343,4,4,2,10,8,832,769,63,Tract: 2393.20\nTotal Population: 3444,navigatela/reports/census_tracts_2010.cfm?PK=239320
788,239330,2879,2479,18,372,4,0,1,1,4,1864,1569,10,277,2,0,1,1,4,708,639,69,Tract: 2393.30\nTotal Population: 2879,navigatela/reports/census_tracts_2010.cfm?PK=239330
789,239501,3454,2584,25,833,0,4,0,6,2,2297,1648,17,623,0,3,0,4,2,933,867,66,Tract: 2395.01\nTotal Population: 3454,navigatela/reports/census_tracts_2010.cfm?PK=239501
790,239502,3372,2574,8,754,7,4,1,0,24,2210,1624,5,557,5,4,1,0,14,872,810,62,Tract: 2395.02\nTotal Population: 3372,navigatela/reports/census_tracts_2010.cfm?PK=239502
791,239601,3755,3087,13,624,7,7,1,2,14,2294,1845,7,422,4,6,1,2,7,943,850,93,Tract: 2396.01\nTotal Population: 3755,navigatela/reports/census_tracts_2010.cfm?PK=239601
792,239602,3313,2555,24,689,14,3,1,6,21,2097,1545,17,512,8,3,1,4,7,884,797,87,Tract: 2396.02\nTotal Population: 3313,navigatela/reports/census_tracts_2010.cfm?PK=239602
793,239701,4261,3271,28,916,5,12,0,15,14,2743,2094,14,605,5,6,0,7,12,1065,984,81,Tract: 2397.01\nTotal Population: 4261,navigatela/reports/census_tracts_2010.cfm?PK=239701
794,239702,3927,2693,36,1154,2,0,1,17,24,2503,1661,24,794,2,0,0,13,9,1042,946,96,Tract: 2397.02\nTotal Population: 3927,navigatela/reports/census_tracts_2010.cfm?PK=239702
795,239801,3412,2567,14,807,3,1,2,5,13,2160,1584,6,554,3,0,2,4,7,891,814,77,Tract: 2398.01\nTotal Population: 3412,navigatela/reports/census_tracts_2010.cfm?PK=239801
796,239802,4902,3531,21,1303,3,11,5,13,15,3171,2192,10,938,2,10,5,3,11,1318,1210,108,Tract: 2398.02\nTotal Population: 4902,navigatela/reports/census_tracts_2010.cfm?PK=239802
797,240010,3673,2769,28,842,7,4,6,9,8,2311,1691,17,584,2,4,4,1,8,990,912,78,Tract: 2400.10\nTotal Population: 3673,navigatela/reports/census_tracts_2010.cfm?PK=240010
798,240020,5055,3586,24,1405,5,10,0,5,20,3315,2241,19,1027,1,9,0,4,14,1266,1186,80,Tract: 2400.20\nTotal Population: 5055,navigatela/reports/census_tracts_2010.cfm?PK=240020
799,240200,5252,3687,57,1453,8,14,0,15,18,3491,2430,31,989,5,12,0,10,14,1402,1276,126,Tract: 2402.00\nTotal Population: 5252,navigatela/reports/census_tracts_2010.cfm?PK=240200
800,240300,5691,3991,98,1518,14,13,0,34,23,3744,2542,63,1085,8,11,0,19,16,1627,1477,150,Tract: 2403.00\nTotal Population: 5691,navigatela/reports/census_tracts_2010.cfm?PK=240300
801,240401,5383,3834,30,1434,7,14,7,29,28,3440,2363,20,998,5,14,5,13,22,1437,1308,129,Tract: 2404.01\nTotal Population: 5383,navigatela/reports/census_tracts_2010.cfm?PK=240401
802,240402,3854,2206,44,1504,16,7,5,34,38,2658,1437,33,1113,11,5,2,28,29,1134,1049,85,Tract: 2404.02\nTotal Population: 3854,navigatela/reports/census_tracts_2010.cfm?PK=240402
803,240500,5655,3530,36,2024,2,13,0,20,30,3643,2237,22,1341,1,13,0,9,20,1587,1435,152,Tract: 2405.00\nTotal Population: 5655,navigatela/reports/census_tracts_2010.cfm?PK=240500
804,240600,4932,3307,34,1533,9,11,2,10,26,3248,2095,16,1095,6,10,1,9,16,1301,1190,111,Tract: 2406.00\nTotal Population: 4932,navigatela/reports/census_tracts_2010.cfm?PK=240600
805,240700,6161,3875,22,2198,0,18,2,12,34,4160,2480,18,1625,0,13,2,4,18,1647,1543,104,Tract: 2407.00\nTotal Population: 6161,navigatela/reports/census_tracts_2010.cfm?PK=240700
806,240800,4377,2774,37,1497,15,19,1,9,25,2910,1774,29,1059,10,18,1,5,14,1068,988,80,Tract: 2408.00\nTotal Population: 4377,navigatela/reports/census_tracts_2010.cfm?PK=240800
807,240900,5620,4152,19,1398,3,11,4,12,21,3649,2604,16,993,3,10,3,7,13,1392,1291,101,Tract: 2409.00\nTotal Population: 5620,navigatela/reports/census_tracts_2010.cfm?PK=240900
808,241001,4285,2642,37,1537,12,14,8,12,23,2747,1648,24,1035,7,9,5,5,14,1112,1036,76,Tract: 2410.01\nTotal Population: 4285,navigatela/reports/census_tracts_2010.cfm?PK=241001
809,241002,3606,1972,21,1552,1,10,3,10,37,2403,1251,15,1093,1,10,2,7,24,969,914,55,Tract: 2410.02\nTotal Population: 3606,navigatela/reports/census_tracts_2010.cfm?PK=241002
810,241110,3074,2155,18,873,1,1,2,12,12,1962,1341,11,594,1,1,2,4,8,764,709,55,Tract: 2411.10\nTotal Population: 3074,navigatela/reports/census_tracts_2010.cfm?PK=241110
811,241120,4564,2969,32,1481,19,10,9,13,31,3003,1894,23,1023,13,8,6,13,23,1244,1121,123,Tract: 2411.20\nTotal Population: 4564,navigatela/reports/census_tracts_2010.cfm?PK=241120
812,241201,2898,1502,19,1344,4,5,1,13,10,2026,951,12,1039,2,5,1,9,7,876,820,56,Tract: 2412.01\nTotal Population: 2898,navigatela/reports/census_tracts_2010.cfm?PK=241201
813,241202,4943,2769,45,2029,12,16,2,21,49,3447,1748,38,1597,10,11,2,15,26,1548,1430,118,Tract: 2412.02\nTotal Population: 4943,navigatela/reports/census_tracts_2010.cfm?PK=241202
814,241300,2313,1196,22,1055,4,5,4,7,20,1598,766,16,786,4,4,4,3,15,701,664,37,Tract: 2413.00\nTotal Population: 2313,navigatela/reports/census_tracts_2010.cfm?PK=241300
815,241400,3285,2059,18,1154,3,15,1,8,27,2171,1293,14,826,3,13,1,5,16,905,830,75,Tract: 2414.00\nTotal Population: 3285,navigatela/reports/census_tracts_2010.cfm?PK=241400
816,242000,3938,2568,26,1307,7,7,8,1,14,2458,1565,10,855,7,7,4,0,10,1046,962,84,Tract: 2420.00\nTotal Population: 3938,navigatela/reports/census_tracts_2010.cfm?PK=242000
817,242100,2714,1808,12,855,3,12,0,6,18,1408,893,5,493,2,7,0,1,7,708,698,10,Tract: 2421.00\nTotal Population: 2714,navigatela/reports/census_tracts_2010.cfm?PK=242100
818,242200,6554,4714,48,1706,15,22,1,10,38,4120,2910,31,1124,10,16,1,4,24,1588,1488,100,Tract: 2422.00\nTotal Population: 6554,navigatela/reports/census_tracts_2010.cfm?PK=242200
819,242300,4586,3275,25,1230,9,5,3,7,32,2834,1964,19,814,6,4,3,7,17,1162,1069,93,Tract: 2423.00\nTotal Population: 4586,navigatela/reports/census_tracts_2010.cfm?PK=242300
820,242600,4409,2642,38,1688,3,10,4,10,14,2353,1394,25,913,2,7,2,6,4,1254,1182,72,Tract: 2426.00\nTotal Population: 4409,navigatela/reports/census_tracts_2010.cfm?PK=242600
821,242700,5273,3814,20,1358,4,6,16,5,50,3351,2386,14,890,4,6,13,5,33,1235,1132,103,Tract: 2427.00\nTotal Population: 5273,navigatela/reports/census_tracts_2010.cfm?PK=242700
822,243000,6769,5374,79,1268,13,2,2,7,24,4327,3391,53,849,11,1,2,4,16,1395,1276,119,Tract: 2430.00\nTotal Population: 6769,navigatela/reports/census_tracts_2010.cfm?PK=243000
823,243100,5350,3462,95,1711,15,27,2,10,28,3290,2069,71,1099,10,18,2,5,16,1403,1284,119,Tract: 2431.00\nTotal Population: 5350,navigatela/reports/census_tracts_2010.cfm?PK=243100
824,261101,3488,174,3012,76,13,178,3,26,6,2791,123,2437,65,11,130,1,20,4,1616,1479,137,Tract: 2611.01\nTotal Population: 3488,navigatela/reports/census_tracts_2010.cfm?PK=261101
825,261102,4362,188,3637,107,5,382,10,18,15,3465,140,2920,84,3,288,9,11,10,1889,1729,160,Tract: 2611.02\nTotal Population: 4362,navigatela/reports/census_tracts_2010.cfm?PK=261102
826,261200,4341,208,3612,49,14,421,12,19,6,3466,149,2915,38,10,325,10,14,5,1888,1786,102,Tract: 2612.00\nTotal Population: 4341,navigatela/reports/census_tracts_2010.cfm?PK=261200
827,262100,3586,204,2958,60,6,332,3,10,13,2830,161,2333,50,5,263,3,6,9,1496,1354,142,Tract: 2621.00\nTotal Population: 3586,navigatela/reports/census_tracts_2010.cfm?PK=262100
828,262200,4675,219,3720,103,7,571,6,32,17,3739,170,3014,83,5,423,5,27,12,1960,1833,127,Tract: 2622.00\nTotal Population: 4675,navigatela/reports/census_tracts_2010.cfm?PK=262200
829,262301,2744,321,1964,39,8,390,4,6,12,2341,309,1630,34,7,343,4,3,11,957,903,54,Tract: 2623.01\nTotal Population: 2744,navigatela/reports/census_tracts_2010.cfm?PK=262301
830,262302,2818,95,2442,35,6,228,5,4,3,2233,77,1928,27,5,184,5,4,3,1300,1198,102,Tract: 2623.02\nTotal Population: 2818,navigatela/reports/census_tracts_2010.cfm?PK=262302
831,262303,3290,110,2849,31,9,267,4,14,6,2518,88,2184,23,5,202,3,8,5,1332,1228,104,Tract: 2623.03\nTotal Population: 3290,navigatela/reports/census_tracts_2010.cfm?PK=262303
832,262400,3233,129,2758,40,4,275,1,6,20,2495,90,2146,29,4,207,1,6,12,1342,1245,97,Tract: 2624.00\nTotal Population: 3233,navigatela/reports/census_tracts_2010.cfm?PK=262400
833,262501,3662,158,3290,19,4,167,3,14,7,2669,112,2410,16,4,116,3,5,3,1508,1436,72,Tract: 2625.01\nTotal Population: 3662,navigatela/reports/census_tracts_2010.cfm?PK=262501
834,262601,3660,123,3075,56,5,366,6,15,14,2780,92,2355,37,4,267,6,10,9,1459,1395,64,Tract: 2626.01\nTotal Population: 3660,navigatela/reports/census_tracts_2010.cfm?PK=262601
835,262604,6092,294,5154,40,15,534,9,24,22,4765,201,4076,30,10,414,5,17,12,2661,2525,136,Tract: 2626.04\nTotal Population: 6092,navigatela/reports/census_tracts_2010.cfm?PK=262604
836,262704,3567,179,3106,41,11,210,0,7,13,2769,129,2440,34,9,140,0,7,10,1784,1612,172,Tract: 2627.04\nTotal Population: 3567,navigatela/reports/census_tracts_2010.cfm?PK=262704
837,262706,3563,172,3110,32,12,201,1,15,20,2566,121,2279,18,10,125,1,7,5,1428,1343,85,Tract: 2627.06\nTotal Population: 3563,navigatela/reports/census_tracts_2010.cfm?PK=262706
838,262802,3759,136,3337,39,10,222,5,5,5,2870,104,2576,21,8,150,5,3,3,1667,1524,143,Tract: 2628.02\nTotal Population: 3759,navigatela/reports/census_tracts_2010.cfm?PK=262802
839,264000,3358,135,2928,25,6,237,4,8,15,2551,100,2221,21,5,181,4,6,13,1427,1329,98,Tract: 2640.00\nTotal Population: 3358,navigatela/reports/census_tracts_2010.cfm?PK=264000
840,264102,2873,181,2244,61,5,354,3,12,13,2550,155,2007,48,5,311,3,10,11,1799,1660,139,Tract: 2641.02\nTotal Population: 2873,navigatela/reports/census_tracts_2010.cfm?PK=264102
841,264103,2319,117,1812,42,7,314,6,16,5,2128,106,1670,34,7,288,6,14,3,1586,1414,172,Tract: 2641.03\nTotal Population: 2319,navigatela/reports/census_tracts_2010.cfm?PK=264103
842,264301,4646,318,3524,76,7,679,7,19,16,4396,296,3345,68,7,642,7,16,15,3175,2869,306,Tract: 2643.01\nTotal Population: 4646,navigatela/reports/census_tracts_2010.cfm?PK=264301
843,264302,5683,286,4576,97,12,658,11,22,21,5009,247,4045,84,12,576,11,19,15,3185,2906,279,Tract: 2643.02\nTotal Population: 5683,navigatela/reports/census_tracts_2010.cfm?PK=264302
844,265100,2489,117,2140,34,1,184,3,2,8,2059,84,1793,30,1,142,3,2,4,1481,1223,258,Tract: 2651.00\nTotal Population: 2489,navigatela/reports/census_tracts_2010.cfm?PK=265100
845,265201,2608,127,1985,30,5,433,10,7,11,2316,113,1754,22,5,397,8,7,10,1065,965,100,Tract: 2652.01\nTotal Population: 2608,navigatela/reports/census_tracts_2010.cfm?PK=265201
846,265202,3611,196,2482,56,7,836,1,14,19,3262,176,2224,48,7,779,0,13,15,2447,2048,399,Tract: 2652.02\nTotal Population: 3611,navigatela/reports/census_tracts_2010.cfm?PK=265202
847,265301,9344,1418,2956,356,15,4456,21,33,89,9293,1410,2941,355,15,4430,21,32,89,8,8,0,Tract: 2653.01\nTotal Population: 9344,navigatela/reports/census_tracts_2010.cfm?PK=265301
848,265303,4523,614,1793,115,14,1922,11,25,29,4470,604,1767,114,14,1907,11,24,29,1841,1732,109,Tract: 2653.03\nTotal Population: 4523,navigatela/reports/census_tracts_2010.cfm?PK=265303
849,265304,3570,530,1615,84,10,1278,14,14,25,3542,526,1596,84,10,1275,12,14,25,1184,1096,88,Tract: 2653.04\nTotal Population: 3570,navigatela/reports/census_tracts_2010.cfm?PK=265304
850,265305,4082,363,2107,125,17,1419,8,19,24,3992,357,2067,119,17,1381,8,19,24,2110,2009,101,Tract: 2653.05\nTotal Population: 4082,navigatela/reports/census_tracts_2010.cfm?PK=265305
851,265410,1576,101,1217,93,8,147,1,3,6,1248,81,959,83,6,111,1,3,4,678,635,43,Tract: 2654.10\nTotal Population: 1576,navigatela/reports/census_tracts_2010.cfm?PK=265410
852,265420,1811,76,1411,42,5,269,1,4,3,1421,56,1123,29,2,205,1,2,3,771,734,37,Tract: 2654.20\nTotal Population: 1811,navigatela/reports/census_tracts_2010.cfm?PK=265420
853,265510,4234,296,2030,105,10,1749,8,9,27,4023,277,1932,97,7,1669,6,9,26,2557,2299,258,Tract: 2655.10\nTotal Population: 4234,navigatela/reports/census_tracts_2010.cfm?PK=265510
854,265520,4561,260,3161,110,15,960,13,22,20,4044,231,2807,97,13,850,13,18,15,2433,2284,149,Tract: 2655.20\nTotal Population: 4561,navigatela/reports/census_tracts_2010.cfm?PK=265520
855,265601,2890,168,2159,41,4,482,16,9,11,2416,130,1835,31,4,392,12,7,5,1476,1376,100,Tract: 2656.01\nTotal Population: 2890,navigatela/reports/census_tracts_2010.cfm?PK=265601
856,265602,3042,132,2435,41,4,407,7,8,8,2676,120,2155,39,4,335,7,8,8,1852,1575,277,Tract: 2656.02\nTotal Population: 3042,navigatela/reports/census_tracts_2010.cfm?PK=265602
857,265700,4720,210,3859,104,8,498,10,14,17,4108,177,3399,85,8,413,8,11,7,2704,2447,257,Tract: 2657.00\nTotal Population: 4720,navigatela/reports/census_tracts_2010.cfm?PK=265700
858,267100,6087,370,4471,167,19,1007,11,15,27,5047,287,3758,135,15,812,10,10,20,3023,2861,162,Tract: 2671.00\nTotal Population: 6087,navigatela/reports/census_tracts_2010.cfm?PK=267100
859,267200,5927,452,4009,130,11,1252,13,30,30,5110,382,3476,103,10,1087,12,20,20,3071,2874,197,Tract: 2672.00\nTotal Population: 5927,navigatela/reports/census_tracts_2010.cfm?PK=267200
860,267300,3680,731,1559,173,16,1142,11,20,28,3369,582,1476,159,16,1082,11,19,24,2222,1984,238,Tract: 2673.00\nTotal Population: 3680,navigatela/reports/census_tracts_2010.cfm?PK=267300
861,267402,4580,613,2950,151,24,781,16,19,26,4256,534,2789,137,20,723,15,17,21,2721,2490,231,Tract: 2674.02\nTotal Population: 4580,navigatela/reports/census_tracts_2010.cfm?PK=267402
862,267403,3011,399,1881,72,7,617,7,12,16,2819,352,1781,66,7,578,7,12,16,1851,1690,161,Tract: 2674.03\nTotal Population: 3011,navigatela/reports/census_tracts_2010.cfm?PK=267403
863,267404,2806,309,1784,92,6,594,4,10,7,2612,255,1701,84,6,545,4,10,7,1698,1569,129,Tract: 2674.04\nTotal Population: 2806,navigatela/reports/census_tracts_2010.cfm?PK=267404
864,267501,5379,1760,2190,154,15,1204,8,24,24,4636,1287,2058,136,15,1095,7,18,20,2700,2487,213,Tract: 2675.01\nTotal Population: 5379,navigatela/reports/census_tracts_2010.cfm?PK=267501
865,267502,3243,729,1651,105,8,706,6,18,20,2866,574,1511,89,8,653,6,12,13,1694,1569,125,Tract: 2675.02\nTotal Population: 3243,navigatela/reports/census_tracts_2010.cfm?PK=267502
866,267600,2549,597,1109,71,8,735,2,11,16,2230,476,992,55,8,674,2,9,14,1258,1175,83,Tract: 2676.00\nTotal Population: 2549,navigatela/reports/census_tracts_2010.cfm?PK=267600
867,267700,2990,558,1221,78,4,1082,8,16,23,2660,446,1113,73,4,986,8,13,17,1762,1529,233,Tract: 2677.00\nTotal Population: 2990,navigatela/reports/census_tracts_2010.cfm?PK=267700
868,267800,2917,253,1945,69,18,595,3,12,22,2259,177,1552,52,14,438,3,9,14,1269,1216,53,Tract: 2678.00\nTotal Population: 2917,navigatela/reports/census_tracts_2010.cfm?PK=267800
869,267901,2428,88,2010,25,3,285,7,2,8,2308,80,1928,25,3,255,7,2,8,1812,1514,298,Tract: 2679.01\nTotal Population: 2428,navigatela/reports/census_tracts_2010.cfm?PK=267901
870,267902,3375,191,2603,85,7,450,5,16,18,2754,151,2137,63,6,368,5,11,13,1784,1655,129,Tract: 2679.02\nTotal Population: 3375,navigatela/reports/census_tracts_2010.cfm?PK=267902
871,269000,5138,434,3960,174,14,478,2,45,31,4126,332,3203,135,9,395,2,31,19,2461,2273,188,Tract: 2690.00\nTotal Population: 5138,navigatela/reports/census_tracts_2010.cfm?PK=269000
872,269100,4359,189,3752,89,2,275,5,38,9,3356,154,2844,78,2,240,5,24,9,2090,1934,156,Tract: 2691.00\nTotal Population: 4359,navigatela/reports/census_tracts_2010.cfm?PK=269100
873,269300,3885,270,3076,56,5,442,0,15,21,2878,185,2315,41,5,313,0,7,12,1559,1503,56,Tract: 2693.00\nTotal Population: 3885,navigatela/reports/census_tracts_2010.cfm?PK=269300
874,269500,4043,158,3490,59,6,291,6,25,8,2820,111,2424,45,3,221,4,9,3,1451,1407,44,Tract: 2695.00\nTotal Population: 4043,navigatela/reports/census_tracts_2010.cfm?PK=269500
875,269601,3413,2190,302,729,14,113,4,21,40,2472,1492,282,525,12,106,3,20,32,1067,1003,64,Tract: 2696.01\nTotal Population: 3413,navigatela/reports/census_tracts_2010.cfm?PK=269601
876,269602,3252,1740,782,503,6,179,1,19,22,2404,1148,655,399,6,166,1,11,18,1148,1099,49,Tract: 2696.02\nTotal Population: 3252,navigatela/reports/census_tracts_2010.cfm?PK=269602
877,269700,4085,1474,1453,540,16,490,31,23,58,3248,1063,1246,435,12,415,23,18,36,1722,1621,101,Tract: 2697.00\nTotal Population: 4085,navigatela/reports/census_tracts_2010.cfm?PK=269700
878,269800,3458,899,1331,416,18,704,13,29,48,2881,673,1179,332,14,615,12,20,36,1699,1600,99,Tract: 2698.00\nTotal Population: 3458,navigatela/reports/census_tracts_2010.cfm?PK=269800
879,269903,3650,1068,1170,396,17,913,11,41,34,3179,803,1116,339,17,831,11,35,27,1804,1710,94,Tract: 2699.03\nTotal Population: 3650,navigatela/reports/census_tracts_2010.cfm?PK=269903
880,269904,3902,843,1591,467,16,894,11,32,48,3489,682,1511,398,14,805,11,28,40,2275,2126,149,Tract: 2699.04\nTotal Population: 3902,navigatela/reports/census_tracts_2010.cfm?PK=269904
881,269905,2423,752,778,300,21,517,5,27,23,2113,585,739,255,17,468,5,23,21,1379,1277,102,Tract: 2699.05\nTotal Population: 2423,navigatela/reports/census_tracts_2010.cfm?PK=269905
882,269906,2878,669,1129,305,11,716,10,14,24,2552,519,1069,262,10,654,9,10,19,1618,1505,113,Tract: 2699.06\nTotal Population: 2878,navigatela/reports/census_tracts_2010.cfm?PK=269906
883,269907,2761,661,1033,356,13,630,7,18,43,2414,517,967,302,9,560,6,17,36,1473,1385,88,Tract: 2699.07\nTotal Population: 2761,navigatela/reports/census_tracts_2010.cfm?PK=269907
884,270100,4412,911,1771,500,20,1109,15,42,44,3975,728,1692,450,19,997,15,36,38,2510,2379,131,Tract: 2701.00\nTotal Population: 4412,navigatela/reports/census_tracts_2010.cfm?PK=270100
885,270200,3761,2209,761,386,9,286,39,23,48,2929,1588,684,311,8,246,32,16,44,1320,1228,92,Tract: 2702.00\nTotal Population: 3761,navigatela/reports/census_tracts_2010.cfm?PK=270200
886,270300,2364,826,353,927,10,185,1,29,33,1868,594,299,769,9,156,1,22,18,943,886,57,Tract: 2703.00\nTotal Population: 2364,navigatela/reports/census_tracts_2010.cfm?PK=270300
887,271100,2449,468,1316,69,3,551,3,17,22,1937,347,1064,55,3,436,3,14,15,1009,967,42,Tract: 2711.00\nTotal Population: 2449,navigatela/reports/census_tracts_2010.cfm?PK=271100
888,271200,2525,832,837,107,7,704,9,11,18,2180,612,786,89,7,654,9,10,13,1199,1127,72,Tract: 2712.00\nTotal Population: 2525,navigatela/reports/census_tracts_2010.cfm?PK=271200
889,271300,4506,863,2383,146,19,1017,14,22,42,3851,663,2120,110,10,888,13,15,32,2105,2002,103,Tract: 2713.00\nTotal Population: 4506,navigatela/reports/census_tracts_2010.cfm?PK=271300
890,271400,3391,446,2365,45,8,479,12,17,19,2679,317,1926,28,7,375,6,10,10,1381,1344,37,Tract: 2714.00\nTotal Population: 3391,navigatela/reports/census_tracts_2010.cfm?PK=271400
891,271500,2937,328,1971,67,11,519,4,19,18,2413,248,1655,52,11,422,4,9,12,1388,1331,57,Tract: 2715.00\nTotal Population: 2937,navigatela/reports/census_tracts_2010.cfm?PK=271500
892,271600,4475,450,2184,118,19,1646,8,12,38,3589,332,1825,94,16,1280,7,10,25,2020,1914,106,Tract: 2716.00\nTotal Population: 4475,navigatela/reports/census_tracts_2010.cfm?PK=271600
893,271701,5850,802,3024,318,24,1574,14,44,50,4984,640,2663,256,17,1327,12,32,37,2956,2805,151,Tract: 2717.01\nTotal Population: 5850,navigatela/reports/census_tracts_2010.cfm?PK=271701
